gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
NODE_157_length_248_cov_0.834197_1	1	246	246	1	0.829	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_158_length_248_cov_0.829016_1	13	246	234	-1	0.543	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_159_length_248_cov_0.823834_1	2	109	108	-1	0.398	11	AAAAA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_161_length_248_cov_0.792746_1	32	247	216	1	0.616	11	GGGGGT	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_162_length_247_cov_0.994792_1	1	93	93	-1	0.516	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_163_length_247_cov_0.843750_1	2	247	246	1	0.650	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_165_length_246_cov_0.821990_1	1	102	102	1	0.471	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_165_length_246_cov_0.821990_2	173	244	72	1	0.556	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_168_length_245_cov_0.826316_1	3	245	243	1	0.362	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_170_length_245_cov_0.821053_1	3	65	63	-1	0.524	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_171_length_245_cov_0.815789_1	2	244	243	1	0.790	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_173_length_245_cov_0.726316_1	3	245	243	1	0.687	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_174_length_245_cov_0.642105_1	2	244	243	-1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_175_length_244_cov_0.862434_1	1	243	243	1	0.959	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_176_length_244_cov_0.825397_1	3	242	240	1	0.550	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_179_length_243_cov_3.212766_1	70	243	174	-1	0.661	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_180_length_243_cov_2.553191_1	3	101	99	1	0.737	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_180_length_243_cov_2.553191_2	98	241	144	1	0.576	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_181_length_243_cov_0.893617_1	3	242	240	1	0.613	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_183_length_243_cov_0.829787_1	73	243	171	-1	0.339	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_185_length_243_cov_0.819149_1	2	241	240	1	0.738	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_186_length_242_cov_1.540107_1	3	242	240	-1	0.608	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_188_length_241_cov_0.860215_1	2	241	240	1	0.542	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_189_length_241_cov_0.838710_1	100	240	141	-1	0.688	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_190_length_241_cov_0.833333_1	2	241	240	-1	0.812	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_191_length_241_cov_0.817204_1	168	239	72	-1	0.639	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_192_length_241_cov_0.817204_1	15	239	225	-1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_194_length_240_cov_0.832432_1	2	133	132	-1	0.432	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_194_length_240_cov_0.832432_2	87	239	153	-1	0.359	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_197_length_239_cov_0.820652_1	2	238	237	1	0.755	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_198_length_239_cov_0.820652_1	1	237	237	1	0.426	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_199_length_239_cov_0.820652_1	1	237	237	-1	0.713	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_200_length_239_cov_0.815217_1	80	238	159	1	0.616	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_202_length_238_cov_0.825137_1	1	192	192	-1	0.333	4	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_204_length_238_cov_0.825137_1	66	236	171	-1	0.427	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_205_length_238_cov_0.825137_1	160	237	78	-1	0.821	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_208_length_238_cov_0.814208_1	86	238	153	-1	0.725	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_209_length_238_cov_0.814208_1	116	238	123	-1	0.789	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_210_length_237_cov_1.054945_1	3	236	234	-1	0.667	11	None	GENOMAD.004541.CC	6.094e-30	113	0	0	0	1	NA	NA	NA	NA	NA
NODE_211_length_236_cov_0.817680_1	1	234	234	-1	0.722	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_213_length_235_cov_0.933333_1	2	235	234	-1	0.893	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_214_length_235_cov_0.822222_1	2	235	234	-1	0.821	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_215_length_234_cov_1.039106_1	12	233	222	-1	0.577	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_216_length_234_cov_0.877095_1	1	234	234	-1	0.902	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_217_length_234_cov_0.832402_1	1	210	210	1	0.424	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_219_length_233_cov_0.820225_1	3	233	231	1	0.433	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_221_length_233_cov_0.808989_1	3	233	231	-1	0.502	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_222_length_233_cov_0.808989_1	2	232	231	1	0.844	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_223_length_232_cov_1.011299_1	1	231	231	1	0.926	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_225_length_231_cov_0.806818_1	1	231	231	1	0.541	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_226_length_230_cov_0.822857_1	2	229	228	-1	0.342	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_227_length_230_cov_0.805714_1	3	230	228	-1	0.820	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_229_length_230_cov_0.422857_1	1	228	228	-1	0.496	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_234_length_228_cov_0.815029_1	3	227	225	1	0.636	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_235_length_228_cov_0.803468_1	3	227	225	-1	0.618	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_236_length_227_cov_1.674419_1	1	225	225	-1	0.649	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_237_length_227_cov_0.889535_1	3	149	147	-1	0.510	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_237_length_227_cov_0.889535_2	150	227	78	-1	0.500	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_239_length_227_cov_0.808140_1	1	225	225	-1	0.782	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_240_length_225_cov_0.870588_1	3	224	222	1	0.923	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_242_length_225_cov_0.794118_1	3	224	222	1	0.653	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_243_length_224_cov_0.798817_1	2	223	222	-1	0.815	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_244_length_222_cov_0.808383_1	2	220	219	1	0.795	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_245_length_221_cov_11.186747_1	3	221	219	1	0.575	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_246_length_221_cov_1.018072_1	2	220	219	-1	0.904	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_247_length_220_cov_1.030303_1	3	218	216	1	0.773	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_248_length_219_cov_2.341463_1	1	219	219	-1	0.680	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_249_length_218_cov_2.944785_1	1	216	216	1	0.676	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_250_length_217_cov_1.037037_1	2	217	216	1	0.921	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_251_length_216_cov_1.006211_1	2	214	213	-1	0.826	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_252_length_216_cov_0.838509_1	2	214	213	1	0.915	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_253_length_215_cov_1.200000_1	1	213	213	1	0.667	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_254_length_213_cov_1.594937_1	3	212	210	1	0.629	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_255_length_213_cov_1.018987_1	1	213	213	1	0.577	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_256_length_213_cov_1.018987_1	3	212	210	-1	0.643	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_257_length_211_cov_1.846154_1	2	211	210	1	0.562	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_258_length_211_cov_0.596154_1	2	211	210	1	0.486	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_259_length_210_cov_0.606452_1	2	208	207	1	0.821	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_260_length_210_cov_0.600000_1	1	210	210	-1	0.686	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_262_length_210_cov_0.445161_1	1	210	210	-1	0.514	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_264_length_208_cov_1.006536_1	1	207	207	-1	0.870	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_265_length_146_cov_1.263736_1	3	146	144	-1	0.951	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_266_length_113_cov_1340.931034_1	2	112	111	-1	0.532	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_267_length_108_cov_130.188679_1	1	108	108	1	0.991	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_268_length_108_cov_6.660377_1	2	106	105	-1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_269_length_108_cov_5.849057_1	1	108	108	-1	0.981	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_270_length_106_cov_32.568627_1	2	106	105	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_272_length_104_cov_3.612245_1	3	104	102	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_273_length_103_cov_3.479167_1	3	101	99	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_274_length_100_cov_4.266667_1	3	98	96	-1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_275_length_99_cov_18.636364_1	2	97	96	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_276_length_99_cov_18.295455_1	3	98	96	-1	0.990	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_277_length_97_cov_14.761905_1	1	96	96	-1	0.990	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_278_length_96_cov_35.926829_1	2	94	93	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_279_length_76_cov_561.047619_1	3	74	72	-1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
NODE_280_length_70_cov_312.400000_1	3	68	66	1	1.000	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
