query	target	aligned_genes	percent_genes	aligned_length	percent_length	identity	score
NODE_edge_2+_length_45381_cov_280	CheckV-010321	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-040704	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-039800	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-010885	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-000169	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-027259	1	1.54	682	4.98	25.3	172.55
NODE_edge_2+_length_45381_cov_280	CheckV-058630	1	1.54	542	3.96	31.8	172.36
NODE_edge_2+_length_45381_cov_280	CheckV-011369	1	1.54	561	4.1	30.7	172.23
NODE_edge_2+_length_45381_cov_280	CheckV-017694	2	3.08	401	2.93	42.9	172.03
NODE_edge_2+_length_45381_cov_280	CheckV-057109	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-017333	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-057305	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-008394	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-007715	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-023839	1	1.54	682	4.98	25.2	171.86
NODE_edge_2+_length_45381_cov_280	CheckV-052303	1	1.54	477	3.48	36.0	171.72
NODE_edge_2+_length_45381_cov_280	CheckV-023386	1	1.54	477	3.48	36.0	171.72
NODE_edge_2+_length_45381_cov_280	CheckV-062058	1	1.54	561	4.1	30.6	171.67
NODE_edge_2+_length_45381_cov_280	CheckV-062374	1	1.54	561	4.1	30.6	171.67
NODE_edge_2+_length_45381_cov_280	CheckV-031582	1	1.54	561	4.1	30.6	171.67
NODE_edge_2+_length_45381_cov_280	CheckV-061173	1	1.54	595	4.35	28.8	171.36
NODE_edge_2+_length_45381_cov_280	CheckV-016238	1	1.54	682	4.98	25.1	171.18
NODE_edge_2+_length_45381_cov_280	CheckV-017144	1	1.54	682	4.98	25.1	171.18
NODE_edge_2+_length_45381_cov_280	CheckV-057688	1	1.54	682	4.98	25.1	171.18
NODE_edge_2+_length_45381_cov_280	CheckV-028066	1	1.54	682	4.98	25.1	171.18
NODE_edge_2+_length_45381_cov_280	CheckV-040145	1	1.54	682	4.98	25.1	171.18
NODE_edge_2+_length_45381_cov_280	CheckV-048533	2	3.08	415	3.03	41.23	171.1
NODE_edge_2+_length_45381_cov_280	CheckV-047756	1	1.54	595	4.35	28.7	170.76
NODE_edge_2+_length_45381_cov_280	CheckV-047675	1	1.54	595	4.35	28.7	170.76
NODE_edge_2+_length_45381_cov_280	CheckV-046149	2	3.08	415	3.03	41.12	170.65
NODE_edge_2+_length_45381_cov_280	CheckV-015073	1	1.54	561	4.1	30.4	170.54
NODE_edge_2+_length_45381_cov_280	CheckV-014709	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-028124	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-017033	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-041429	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-051983	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-017401	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-020056	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-019687	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-057166	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-057167	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-057165	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-056141	1	1.54	682	4.98	25.0	170.5
NODE_edge_2+_length_45381_cov_280	CheckV-007208	1	1.54	477	3.48	35.7	170.29
NODE_edge_2+_length_45381_cov_280	CheckV-045084	2	3.08	415	3.03	41.01	170.19
NODE_edge_2+_length_45381_cov_280	CheckV-048950	2	3.08	415	3.03	41.01	170.19
NODE_edge_2+_length_45381_cov_280	CheckV-048114	2	3.08	415	3.03	41.01	170.19
NODE_edge_2+_length_45381_cov_280	CheckV-055315	2	3.08	415	3.03	41.01	170.19
NODE_edge_2+_length_45381_cov_280	CheckV-055290	2	3.08	415	3.03	41.01	170.19
NODE_edge_2+_length_45381_cov_280	CheckV-017085	1	1.54	682	4.98	24.9	169.82
NODE_edge_2+_length_45381_cov_280	CheckV-016521	1	1.54	682	4.98	24.9	169.82
NODE_edge_2+_length_45381_cov_280	CheckV-061310	1	1.54	682	4.98	24.9	169.82
NODE_edge_2+_length_45381_cov_280	CheckV-058713	2	3.08	415	3.03	40.84	169.49
NODE_edge_2+_length_45381_cov_280	CheckV-062245	1	1.54	561	4.1	30.2	169.42
NODE_edge_2+_length_45381_cov_280	CheckV-052274	1	1.54	477	3.48	35.5	169.34
NODE_edge_2+_length_45381_cov_280	CheckV-052249	1	1.54	477	3.48	35.5	169.34
NODE_edge_2+_length_45381_cov_280	CheckV-032424	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-040220	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-028049	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-013041	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-006224	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-040444	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-021254	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-014024	1	1.54	682	4.98	24.8	169.14
NODE_edge_2+_length_45381_cov_280	CheckV-060099	1	1.54	595	4.35	28.4	168.98
NODE_edge_2+_length_45381_cov_280	CheckV-014905	1	1.54	561	4.1	30.1	168.86
NODE_edge_2+_length_45381_cov_280	CheckV-014618	1	1.54	682	4.98	24.7	168.45
NODE_edge_2+_length_45381_cov_280	CheckV-007122	1	1.54	682	4.98	24.7	168.45
NODE_edge_2+_length_45381_cov_280	CheckV-027070	1	1.54	682	4.98	24.7	168.45
NODE_edge_2+_length_45381_cov_280	CheckV-059649	1	1.54	595	4.35	28.3	168.38
NODE_edge_2+_length_45381_cov_280	CheckV-056591	1	1.54	595	4.35	28.3	168.38
NODE_edge_2+_length_45381_cov_280	CheckV-002020	1	1.54	561	4.1	30.0	168.3
NODE_edge_2+_length_45381_cov_280	CheckV-057374	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-032477	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-003400	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-029701	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-016243	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-035214	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-009023	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-050283	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-022553	1	1.54	682	4.98	24.6	167.77
NODE_edge_2+_length_45381_cov_280	CheckV-016944	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-013140	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-056289	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-039847	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-007573	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-001370	1	1.54	682	4.98	24.5	167.09
NODE_edge_2+_length_45381_cov_280	CheckV-018069	1	1.54	595	4.35	28.0	166.6
NODE_edge_2+_length_45381_cov_280	CheckV-060098	1	1.54	595	4.35	28.0	166.6
NODE_edge_2+_length_45381_cov_280	CheckV-055998	2	3.08	415	3.03	40.11	166.46
NODE_edge_2+_length_45381_cov_280	CheckV-012778	1	1.54	682	4.98	24.4	166.41
NODE_edge_2+_length_45381_cov_280	CheckV-062263	1	1.54	682	4.98	24.4	166.41
NODE_edge_2+_length_45381_cov_280	CheckV-016211	1	1.54	682	4.98	24.4	166.41
NODE_edge_2+_length_45381_cov_280	CheckV-008275	1	1.54	682	4.98	24.4	166.41
NODE_edge_2+_length_45381_cov_280	CheckV-038110	1	1.54	682	4.98	24.4	166.41
NODE_edge_2+_length_45381_cov_280	CheckV-025209	1	1.54	527	3.85	31.5	166.0
NODE_edge_2+_length_45381_cov_280	CheckV-061872	1	1.54	682	4.98	24.3	165.73
NODE_edge_2+_length_45381_cov_280	CheckV-061513	1	1.54	682	4.98	24.3	165.73
NODE_edge_2+_length_45381_cov_280	CheckV-061980	1	1.54	682	4.98	24.3	165.73
NODE_edge_2+_length_45381_cov_280	CheckV-041586	1	1.54	682	4.98	24.3	165.73
NODE_edge_2+_length_45381_cov_280	CheckV-039957	1	1.54	682	4.98	24.2	165.04
NODE_edge_2+_length_45381_cov_280	CheckV-009534	1	1.54	682	4.98	24.2	165.04
NODE_edge_2+_length_45381_cov_280	CheckV-008398	1	1.54	682	4.98	24.2	165.04
NODE_edge_2+_length_45381_cov_280	CheckV-010439	1	1.54	527	3.85	31.3	164.95
NODE_edge_2+_length_45381_cov_280	CheckV-005877	1	1.54	561	4.1	29.4	164.93
NODE_edge_2+_length_45381_cov_280	CheckV-006847	1	1.54	561	4.1	29.3	164.37
NODE_edge_2+_length_45381_cov_280	CheckV-040352	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-041712	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-051964	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-019145	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-008934	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-029554	1	1.54	682	4.98	24.1	164.36
NODE_edge_2+_length_45381_cov_280	CheckV-022006	1	1.54	682	4.98	24.0	163.68
NODE_edge_2+_length_45381_cov_280	CheckV-006409	1	1.54	561	4.1	29.1	163.25
NODE_edge_2+_length_45381_cov_280	CheckV-039788	1	1.54	682	4.98	23.9	163.0
NODE_edge_2+_length_45381_cov_280	CheckV-038475	1	1.54	682	4.98	23.9	163.0
NODE_edge_2+_length_45381_cov_280	CheckV-027832	1	1.54	682	4.98	23.9	163.0
NODE_edge_2+_length_45381_cov_280	CheckV-051569	1	1.54	561	4.1	29.0	162.69
NODE_edge_2+_length_45381_cov_280	CheckV-017247	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-040712	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-041003	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-057461	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-040274	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-029593	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-023344	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-028435	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-033421	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-035907	1	1.54	682	4.98	23.8	162.32
NODE_edge_2+_length_45381_cov_280	CheckV-012341	1	1.54	561	4.1	28.9	162.13
NODE_edge_2+_length_45381_cov_280	CheckV-021659	1	1.54	561	4.1	28.9	162.13
NODE_edge_2+_length_45381_cov_280	CheckV-021795	1	1.54	595	4.35	27.2	161.84
NODE_edge_2+_length_45381_cov_280	CheckV-046627	1	1.54	527	3.85	30.7	161.79
NODE_edge_2+_length_45381_cov_280	CheckV-041733	1	1.54	682	4.98	23.7	161.63
NODE_edge_2+_length_45381_cov_280	CheckV-014301	1	1.54	682	4.98	23.7	161.63
NODE_edge_2+_length_45381_cov_280	CheckV-021953	1	1.54	682	4.98	23.7	161.63
NODE_edge_2+_length_45381_cov_280	CheckV-010300	1	1.54	561	4.1	28.8	161.57
NODE_edge_2+_length_45381_cov_280	CheckV-001302	1	1.54	561	4.1	28.8	161.57
NODE_edge_2+_length_45381_cov_280	CheckV-016272	1	1.54	682	4.98	23.6	160.95
NODE_edge_2+_length_45381_cov_280	CheckV-007963	1	1.54	682	4.98	23.6	160.95
NODE_edge_2+_length_45381_cov_280	CheckV-059229	1	1.54	542	3.96	29.6	160.43
NODE_edge_2+_length_45381_cov_280	CheckV-039949	1	1.54	682	4.98	23.5	160.27
NODE_edge_2+_length_45381_cov_280	CheckV-038974	1	1.54	682	4.98	23.5	160.27
NODE_edge_2+_length_45381_cov_280	CheckV-023861	1	1.54	682	4.98	23.4	159.59
NODE_edge_2+_length_45381_cov_280	CheckV-023719	1	1.54	682	4.98	23.3	158.91
NODE_edge_2+_length_45381_cov_280	CheckV-025049	1	1.54	682	4.98	23.3	158.91
NODE_edge_2+_length_45381_cov_280	CheckV-038344	1	1.54	682	4.98	23.3	158.91
NODE_edge_2+_length_45381_cov_280	CheckV-008999	1	1.54	682	4.98	23.3	158.91
NODE_edge_2+_length_45381_cov_280	CheckV-021519	1	1.54	595	4.35	26.7	158.87
NODE_edge_2+_length_45381_cov_280	CheckV-050966	1	1.54	477	3.48	33.3	158.84
NODE_edge_2+_length_45381_cov_280	CheckV-033062	2	3.08	367	2.68	43.2	158.54
NODE_edge_2+_length_45381_cov_280	CheckV-041363	1	1.54	682	4.98	23.2	158.22
NODE_edge_2+_length_45381_cov_280	CheckV-001325	1	1.54	561	4.1	28.2	158.2
NODE_edge_2+_length_45381_cov_280	CheckV-023668	1	1.54	527	3.85	30.0	158.1
NODE_edge_2+_length_45381_cov_280	CheckV-051535	2	3.08	322	2.35	48.99	157.75
NODE_edge_2+_length_45381_cov_280	CheckV-059190	1	1.54	542	3.96	29.1	157.72
NODE_edge_2+_length_45381_cov_280	CheckV-056348	1	1.54	595	4.35	26.5	157.68
NODE_edge_2+_length_45381_cov_280	CheckV-003031	1	1.54	682	4.98	23.1	157.54
NODE_edge_2+_length_45381_cov_280	CheckV-000844	1	1.54	682	4.98	23.1	157.54
NODE_edge_2+_length_45381_cov_280	CheckV-055244	1	1.54	477	3.48	33.0	157.41
NODE_edge_2+_length_45381_cov_280	CheckV-051934	1	1.54	477	3.48	33.0	157.41
NODE_edge_2+_length_45381_cov_280	CheckV-060057	1	1.54	477	3.48	33.0	157.41
NODE_edge_2+_length_45381_cov_280	CheckV-009212	1	1.54	595	4.35	26.4	157.08
NODE_edge_2+_length_45381_cov_280	CheckV-010323	1	1.54	595	4.35	26.4	157.08
NODE_edge_2+_length_45381_cov_280	CheckV-011889	1	1.54	595	4.35	26.3	156.49
NODE_edge_2+_length_45381_cov_280	CheckV-024456	1	1.54	682	4.98	22.9	156.18
NODE_edge_2+_length_45381_cov_280	CheckV-034924	1	1.54	682	4.98	22.9	156.18
NODE_edge_2+_length_45381_cov_280	CheckV-036921	1	1.54	682	4.98	22.9	156.18
NODE_edge_2+_length_45381_cov_280	CheckV-007003	1	1.54	682	4.98	22.9	156.18
NODE_edge_2+_length_45381_cov_280	CheckV-007016	1	1.54	682	4.98	22.9	156.18
NODE_edge_2+_length_45381_cov_280	CheckV-006873	1	1.54	527	3.85	29.6	155.99
NODE_edge_2+_length_45381_cov_280	CheckV-023583	1	1.54	477	3.48	32.7	155.98
NODE_edge_2+_length_45381_cov_280	CheckV-031338	1	1.54	477	3.48	32.7	155.98
NODE_edge_2+_length_45381_cov_280	CheckV-002947	1	1.54	595	4.35	26.2	155.89
NODE_edge_2+_length_45381_cov_280	CheckV-002024	1	1.54	477	3.48	32.6	155.5
NODE_edge_2+_length_45381_cov_280	CheckV-059197	1	1.54	542	3.96	28.6	155.01
NODE_edge_2+_length_45381_cov_280	CheckV-059228	1	1.54	542	3.96	28.6	155.01
NODE_edge_2+_length_45381_cov_280	CheckV-059195	1	1.54	542	3.96	28.6	155.01
NODE_edge_2+_length_45381_cov_280	CheckV-021882	1	1.54	527	3.85	29.4	154.94
NODE_edge_2+_length_45381_cov_280	CheckV-006239	1	1.54	561	4.1	27.5	154.28
NODE_edge_2+_length_45381_cov_280	CheckV-001402	1	1.54	561	4.1	27.4	153.71
NODE_edge_2+_length_45381_cov_280	CheckV-001286	1	1.54	561	4.1	27.4	153.71
NODE_edge_2+_length_45381_cov_280	CheckV-056041	1	1.54	527	3.85	29.1	153.36
NODE_edge_2+_length_45381_cov_280	CheckV-012967	1	1.54	595	4.35	25.7	152.91
NODE_edge_2+_length_45381_cov_280	CheckV-023190	1	1.54	595	4.35	25.7	152.91
NODE_edge_2+_length_45381_cov_280	CheckV-024231	1	1.54	595	4.35	25.7	152.91
NODE_edge_2+_length_45381_cov_280	CheckV-011841	1	1.54	595	4.35	25.6	152.32
NODE_edge_2+_length_45381_cov_280	CheckV-058963	1	1.54	542	3.96	28.1	152.3
NODE_edge_2+_length_45381_cov_280	CheckV-006399	1	1.54	477	3.48	31.9	152.16
NODE_edge_2+_length_45381_cov_280	CheckV-001416	1	1.54	682	4.98	22.3	152.09
NODE_edge_2+_length_45381_cov_280	CheckV-044865	1	1.54	301	2.2	50.5	152.0
NODE_edge_2+_length_45381_cov_280	CheckV-045619	1	1.54	254	1.86	59.8	151.89
NODE_edge_2+_length_45381_cov_280	CheckV-052298	1	1.54	254	1.86	59.8	151.89
NODE_edge_2+_length_45381_cov_280	CheckV-053868	2	3.08	322	2.35	46.92	151.08
NODE_edge_2+_length_45381_cov_280	CheckV-023765	1	1.54	477	3.48	31.6	150.73
NODE_edge_2+_length_45381_cov_280	CheckV-037540	1	1.54	527	3.85	28.4	149.67
NODE_edge_2+_length_45381_cov_280	CheckV-020859	1	1.54	682	4.98	21.8	148.68
NODE_edge_2+_length_45381_cov_280	CheckV-026128	1	1.54	595	4.35	24.9	148.16
NODE_edge_2+_length_45381_cov_280	CheckV-056603	1	1.54	595	4.35	24.9	148.16
NODE_edge_2+_length_45381_cov_280	CheckV-002083	1	1.54	561	4.1	26.4	148.1
NODE_edge_2+_length_45381_cov_280	CheckV-052291	1	1.54	527	3.85	28.0	147.56
NODE_edge_2+_length_45381_cov_280	CheckV-041082	1	1.54	595	4.35	24.8	147.56
NODE_edge_2+_length_45381_cov_280	CheckV-023783	1	1.54	477	3.48	30.8	146.92
NODE_edge_2+_length_45381_cov_280	CheckV-011951	1	1.54	595	4.35	24.5	145.78
NODE_edge_2+_length_45381_cov_280	CheckV-041012	1	1.54	595	4.35	24.5	145.78
NODE_edge_2+_length_45381_cov_280	CheckV-041107	1	1.54	595	4.35	24.5	145.78
NODE_edge_2+_length_45381_cov_280	CheckV-055298	1	1.54	527	3.85	27.6	145.45
NODE_edge_2+_length_45381_cov_280	CheckV-032379	1	1.54	595	4.35	24.3	144.59
NODE_edge_2+_length_45381_cov_280	CheckV-016912	1	1.54	595	4.35	24.3	144.59
NODE_edge_2+_length_45381_cov_280	CheckV-007826	1	1.54	595	4.35	24.3	144.59
NODE_edge_2+_length_45381_cov_280	CheckV-012749	1	1.54	595	4.35	24.3	144.59
NODE_edge_2+_length_45381_cov_280	CheckV-017095	1	1.54	561	4.1	25.6	143.62
NODE_edge_2+_length_45381_cov_280	CheckV-007908	1	1.54	595	4.35	24.1	143.4
NODE_edge_2+_length_45381_cov_280	CheckV-036231	1	1.54	595	4.35	24.1	143.4
NODE_edge_2+_length_45381_cov_280	CheckV-017163	1	1.54	595	4.35	24.1	143.4
NODE_edge_2+_length_45381_cov_280	CheckV-028194	1	1.54	561	4.1	25.5	143.06
NODE_edge_2+_length_45381_cov_280	CheckV-011571	1	1.54	595	4.35	23.9	142.21
NODE_edge_2+_length_45381_cov_280	CheckV-027769	1	1.54	301	2.2	47.2	142.07
NODE_edge_2+_length_45381_cov_280	CheckV-017027	1	1.54	561	4.1	25.3	141.93
NODE_edge_2+_length_45381_cov_280	CheckV-021788	1	1.54	595	4.35	23.6	140.42
NODE_edge_2+_length_45381_cov_280	CheckV-027788	1	1.54	301	2.2	46.5	139.97
NODE_edge_2+_length_45381_cov_280	CheckV-006870	2	3.08	438	3.2	31.9	139.72
NODE_edge_2+_length_45381_cov_280	CheckV-062133	1	1.54	595	4.35	23.4	139.23
NODE_edge_2+_length_45381_cov_280	CheckV-062396	1	1.54	595	4.35	23.4	139.23
NODE_edge_2+_length_45381_cov_280	CheckV-061963	1	1.54	595	4.35	23.4	139.23
NODE_edge_2+_length_45381_cov_280	CheckV-009257	1	1.54	595	4.35	23.4	139.23
NODE_edge_2+_length_45381_cov_280	CheckV-027963	1	1.54	595	4.35	23.4	139.23
NODE_edge_2+_length_45381_cov_280	CheckV-048966	1	1.54	254	1.86	54.7	138.94
NODE_edge_2+_length_45381_cov_280	CheckV-003130	1	1.54	595	4.35	23.3	138.63
NODE_edge_2+_length_45381_cov_280	CheckV-023725	2	3.08	438	3.2	31.64	138.58
NODE_edge_2+_length_45381_cov_280	CheckV-023601	2	3.08	438	3.2	31.42	137.62
NODE_edge_2+_length_45381_cov_280	CheckV-010337	1	1.54	301	2.2	45.6	137.26
NODE_edge_2+_length_45381_cov_280	CheckV-029053	1	1.54	301	2.2	45.5	136.96
NODE_edge_2+_length_45381_cov_280	CheckV-023648	1	1.54	301	2.2	45.5	136.96
NODE_edge_2+_length_45381_cov_280	CheckV-006511	1	1.54	301	2.2	45.5	136.96
NODE_edge_2+_length_45381_cov_280	CheckV-027968	1	1.54	595	4.35	22.9	136.25
NODE_edge_2+_length_45381_cov_280	CheckV-006834	2	3.08	438	3.2	31.02	135.87
NODE_edge_2+_length_45381_cov_280	CheckV-028168	1	1.54	561	4.1	24.2	135.76
NODE_edge_2+_length_45381_cov_280	CheckV-006091	1	1.54	561	4.1	24.2	135.76
NODE_edge_2+_length_45381_cov_280	CheckV-006647	1	1.54	561	4.1	24.2	135.76
NODE_edge_2+_length_45381_cov_280	CheckV-028983	1	1.54	561	4.1	24.2	135.76
NODE_edge_2+_length_45381_cov_280	CheckV-029317	1	1.54	561	4.1	24.2	135.76
NODE_edge_2+_length_45381_cov_280	CheckV-005513	2	3.08	438	3.2	30.74	134.64
NODE_edge_2+_length_45381_cov_280	CheckV-024832	2	3.08	438	3.2	30.73	134.6
NODE_edge_2+_length_45381_cov_280	CheckV-029031	1	1.54	301	2.2	44.7	134.55
NODE_edge_2+_length_45381_cov_280	CheckV-021223	1	1.54	595	4.35	22.6	134.47
NODE_edge_2+_length_45381_cov_280	CheckV-009619	1	1.54	301	2.2	44.5	133.94
NODE_edge_2+_length_45381_cov_280	CheckV-023448	1	1.54	595	4.35	22.4	133.28
NODE_edge_2+_length_45381_cov_280	CheckV-026151	1	1.54	595	4.35	22.4	133.28
NODE_edge_2+_length_45381_cov_280	CheckV-029287	2	3.08	438	3.2	30.41	133.2
NODE_edge_2+_length_45381_cov_280	CheckV-024782	1	1.54	301	2.2	44.2	133.04
NODE_edge_2+_length_45381_cov_280	CheckV-040215	1	1.54	595	4.35	22.3	132.69
NODE_edge_2+_length_45381_cov_280	CheckV-012945	1	1.54	595	4.35	22.2	132.09
NODE_edge_2+_length_45381_cov_280	CheckV-022345	2	3.08	438	3.2	30.13	131.97
NODE_edge_2+_length_45381_cov_280	CheckV-039513	1	1.54	301	2.2	43.8	131.84
NODE_edge_2+_length_45381_cov_280	CheckV-028964	2	3.08	438	3.2	30.07	131.71
NODE_edge_2+_length_45381_cov_280	CheckV-039502	1	1.54	301	2.2	43.0	129.43
NODE_edge_2+_length_45381_cov_280	CheckV-033410	1	1.54	301	2.2	43.0	129.43
NODE_edge_2+_length_45381_cov_280	CheckV-009762	1	1.54	270	1.97	47.9	129.33
NODE_edge_2+_length_45381_cov_280	CheckV-004814	1	1.54	595	4.35	21.5	127.92
NODE_edge_2+_length_45381_cov_280	CheckV-019713	1	1.54	595	4.35	21.0	124.95
NODE_edge_2+_length_45381_cov_280	CheckV-018385	1	1.54	254	1.86	49.0	124.46
NODE_edge_2+_length_45381_cov_280	CheckV-008764	1	1.54	301	2.2	41.3	124.31
NODE_edge_2+_length_45381_cov_280	CheckV-017893	1	1.54	254	1.86	48.8	123.95
NODE_edge_2+_length_45381_cov_280	CheckV-007442	1	1.54	254	1.86	48.6	123.44
NODE_edge_2+_length_45381_cov_280	CheckV-017915	1	1.54	254	1.86	48.3	122.68
NODE_edge_2+_length_45381_cov_280	CheckV-004905	1	1.54	254	1.86	47.9	121.67
NODE_edge_2+_length_45381_cov_280	CheckV-014093	1	1.54	477	3.48	25.1	119.73
NODE_edge_2+_length_45381_cov_280	CheckV-061854	1	1.54	258	1.88	46.4	119.71
NODE_edge_2+_length_45381_cov_280	CheckV-007608	1	1.54	294	2.15	39.5	116.13
NODE_edge_2+_length_45381_cov_280	CheckV-061288	1	1.54	258	1.88	44.9	115.84
NODE_edge_2+_length_45381_cov_280	CheckV-059153	1	1.54	561	4.1	20.5	115.0
NODE_edge_2+_length_45381_cov_280	CheckV-059236	1	1.54	561	4.1	20.5	115.0
NODE_edge_2+_length_45381_cov_280	CheckV-004493	1	1.54	254	1.86	45.1	114.55
NODE_edge_2+_length_45381_cov_280	CheckV-048270	1	1.54	254	1.86	45.0	114.3
NODE_edge_2+_length_45381_cov_280	CheckV-048032	1	1.54	254	1.86	44.8	113.79
NODE_edge_2+_length_45381_cov_280	CheckV-016971	1	1.54	294	2.15	38.7	113.78
NODE_edge_2+_length_45381_cov_280	CheckV-016970	1	1.54	294	2.15	38.4	112.9
NODE_edge_2+_length_45381_cov_280	CheckV-058697	1	1.54	254	1.86	43.6	110.74
NODE_edge_2+_length_45381_cov_280	CheckV-056219	1	1.54	254	1.86	43.6	110.74
NODE_edge_2+_length_45381_cov_280	CheckV-060094	1	1.54	254	1.86	43.6	110.74
NODE_edge_2+_length_45381_cov_280	CheckV-001600	1	1.54	254	1.86	43.4	110.24
NODE_edge_2+_length_45381_cov_280	CheckV-009905	1	1.54	254	1.86	43.3	109.98
NODE_edge_2+_length_45381_cov_280	CheckV-052302	1	1.54	254	1.86	43.2	109.73
NODE_edge_2+_length_45381_cov_280	CheckV-020425	1	1.54	258	1.88	42.3	109.13
NODE_edge_2+_length_45381_cov_280	CheckV-017315	1	1.54	258	1.88	42.2	108.88
NODE_edge_2+_length_45381_cov_280	CheckV-019089	1	1.54	258	1.88	42.2	108.88
NODE_edge_2+_length_45381_cov_280	CheckV-061929	1	1.54	258	1.88	42.2	108.88
NODE_edge_2+_length_45381_cov_280	CheckV-061556	1	1.54	258	1.88	42.0	108.36
NODE_edge_2+_length_45381_cov_280	CheckV-013430	1	1.54	258	1.88	41.8	107.84
NODE_edge_2+_length_45381_cov_280	CheckV-019366	1	1.54	258	1.88	41.8	107.84
